request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,project_id,input_tokens,input_non_cached_tokens,input_cached_tokens,input_audio_seconds,output_tokens
req_01m23vt11pegd86ry6gr7z885p,1788983706678,200,0.602369,0.645519,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1081,1081,0,0,20
req_01m23vt11ge0j9rrxyygv6nrv1,1788983706672,429,0,16.541806,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `meta-llama/llama-4-scout-17b-16e-instruct` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 30000, Used 27753, Requested 5485. Please try again in 6.476s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"compound\"}"
req_01m23vspskes29sha181hd56yt,1788983696179,429,0,0.002888,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 4616, Requested 4546. Please try again in 8.715s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01m23vskwye4b9921kznnc6zc6,1788983693214,200,0.759663,2.964061,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1998,1998,0,0,974
req_01m23vsg44eymsjzp3vfkt6mhe,1788983689348,200,0.645592,3.343829,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1484,1484,0,0,1195
req_01m23vsf9gef4savwcjyeqnjss,1788983688496,200,0.808059,0.851209,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1081,1081,0,0,20
req_01m23vsf9fec4s56tdw049vx0j,1788983688495,429,0,7.687627,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 4616, Requested 4546. Please try again in 8.715s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"compound\"}"
req_01m23vsd4vedktpkmbewfak478,1788983686299,200,0.46429,1.292258,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,3158,3158,0,0,393
req_01m23vscvce6n9cyfjkqvch74p,1788983685996,200,0.29511,0.30212,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,2364,2364,0,0,4
req_01m23vsajceq0a7gv1c3esx75r,1788983683660,200,0.270935,1.729589,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1573,1573,0,0,644
req_01m23vsa99ed7sabq6waw042h7,1788983683369,200,0.247658,0.290776,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1170,1170,0,0,20
req_01m23vsa96ejp9r200xtarr635,1788983683366,200,0,4.225643,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vs4tperwtynpja3bytrfr,1788983677782,429,0,0.004815,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 3516, Requested 5036. Please try again in 4.14s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01m23vs48xecgr04pedk86em5f,1788983677213,200,0.280033,0.568921,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,2043,2043,0,0,128
req_01m23vs24mep1rx2fjf91pbwpe,1788983675028,200,0.272408,1.597132,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1573,1573,0,0,587
req_01m23vs1s4epdbfzypw1sdybc1,1788983674660,200,0.324362,0.367498,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1170,1170,0,0,20
req_01m23vs1rzew0b9hfaecbtgqak,1788983674655,429,0,3.13266,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 3516, Requested 5036. Please try again in 4.14s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"compound\"}"
req_01m23vrzh0ergr83q434j0re21,1788983672352,200,0.151127,1.443989,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,2262,2262,0,0,623
req_01m23vrz4zekk84vebpspgnff9,1788983671967,200,0.290122,0.38516,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1784,1784,0,0,43
req_01m23vrxjhexkrqw968c4hmny8,1788983670353,200,0.271177,1.09934,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1431,1431,0,0,365
req_01m23vrw7kege8yg5cmpc0kmc5,1788983668979,200,1.330484,1.373685,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1028,1028,0,0,20
req_01m23vrw7geed9xvjxzdxqrbnb,1788983668976,200,0,4.820895,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vrtbsexm8smy5vyj7gsh1,1788983667065,413,0,0.0138,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Request too large for model `meta-llama/llama-4-scout-17b-16e-instruct` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 30000, Requested 30175, please reduce your message size and try again. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01m23vrrr8e5ernnxq4nw3hdwg,1788983665416,413,0,0.01063,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Request too large for model `meta-llama/llama-4-scout-17b-16e-instruct` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 30000, Requested 30175, please reduce your message size and try again. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01m23vrqwhez3939btx2ye7nyh,1788983664529,413,0,0.011918,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Request too large for model `meta-llama/llama-4-scout-17b-16e-instruct` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 30000, Requested 30175, please reduce your message size and try again. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01m23vrn5ge0aajnhpfj4rb97e,1788983661744,200,1.2610649999999999,1.676945,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,15533,15533,0,0,185
req_01m23vrjsjejw94y5c8qqdme1r,1788983659314,200,0.549817,1.003252,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1525,1525,0,0,201
req_01m23vrgt5egna2djkym1424zz,1788983657285,200,0.93146,1.490451,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1431,1431,0,0,248
req_01m23vrfx9e15a5c6zv8axvjk4,1788983656361,200,0.878454,0.923628,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1028,1028,0,0,20
req_01m23vrfx7ewmsaedxbgr2vw5n,1788983656359,413,0,10.720413,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"request_too_large\",\"message\":\"Request Entity Too Large\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
req_01m23vrc6xega8sw3xep57edma,1788983652573,200,0.051228,2.825976,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,592,592,0,0,1325
req_01m23vr8xseft8mc05hab5yy5m,1788983649209,200,3.299536,3.363025,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,805,805,0,0,29
req_01m23vqzzcejn9cesek4y8fjfr,1788983640044,200,4.351947,4.492287,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,715,715,0,0,63
req_01m23vqy3dep0bac106e8z3dy9,1788983638125,200,1.873991,1.917471,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,312,312,0,0,20
req_01m23vqy3bez7r91sssdegeyq4,1788983638123,200,0,17.276696,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vqkq8e91b9thm09jgryr6,1788983627496,429,0,0.002797,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5418, Requested 2595. Please try again in 97.499999ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01m23vqkd4eca87kna807wmwrs,1788983627172,200,0.231647,0.322639,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,715,715,0,0,41
req_01m23vqk56efeb9new2ydhscz7,1788983626918,200,0.211172,0.254325,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,312,312,0,0,20
req_01m23vqk53e9krch04mj6bh948,1788983626915,429,0,0.584128,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5418, Requested 2595. Please try again in 97.499999ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"compound\"}"
req_01m23vqhkwexhv7badajh94aa2,1788983625340,200,0.113673,0.778178,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,502,502,0,0,312
req_01m23vqh9jenm9zy5zpjbbjcq7,1788983625010,200,0.230032,0.329595,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,703,703,0,0,45
req_01m23vqh1kejw86geqaegs10zt,1788983624755,200,0.210658,0.253745,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,300,300,0,0,20
req_01m23vqh1heqrsqrrs0c5q333j,1788983624753,200,0,1.365828,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vqfdcem3t83ns026cvrsw,1788983623084,200,0.043086,0.996402,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,465,465,0,0,454
req_01m23vqe81e1cvfemvtc9j3dxx,1788983621889,200,1.133626,1.194689,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,644,644,0,0,28
req_01m23vqdvhev5v2bphy5963dzf,1788983621489,200,0.355952,0.399145,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,241,241,0,0,20
req_01m23vq9g1edwrrpvykhv5b6x2,1788983617025,503,0,2.5030200000000002,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"\",\"message\":\"meta-llama/llama-4-scout-17b-16e-instruct is currently over capacity. Please try again and back off exponentially. Visit https://groqstatus.com to see if there is an active incident.\",\"param\":\"\",\"type\":\"internal_server_error\"}"
req_01m23vq67xe4gvhd6ewnvazkmp,1788983613693,503,0,2.51032,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"\",\"message\":\"meta-llama/llama-4-scout-17b-16e-instruct is currently over capacity. Please try again and back off exponentially. Visit https://groqstatus.com to see if there is an active incident.\",\"param\":\"\",\"type\":\"internal_server_error\"}"
req_01m23vq67veq9tebqgr2jr3t7j,1788983613691,200,0,10.389214,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vq4a6e0ybwp0qvekr3dpg,1788983611718,200,0.387821,1.201473,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,387,387,0,0,385
req_01m23vq3z4eka9cjh99n2pt8fn,1788983611364,200,0.220903,0.352737,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,585,585,0,0,59
req_01m23vq3qbe0nr5y5vbvbvttm8,1788983611115,200,0.205625,0.248857,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,182,182,0,0,20
req_01m23vq3q8eesrpcyaqb2knd04,1788983611112,200,0,1.807616,groq/compound,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vq2g1efbsq8ngnahkw7sb,1788983609857,200,0.228817,0.531126,openai/gpt-oss-20b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,513,513,0,0,222
req_01m23vq1fbepxvwjtp6dtrs669,1788983608811,200,0.252836,0.327796,openai/gpt-oss-20b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,365,365,0,0,70
req_01m23vq07tesg8sz16bggznpdc,1788983607546,200,0.335575,0.390662,openai/gpt-oss-20b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,313,313,0,0,52
req_01m23vpz3aekmvrbcnbyg3k0f8,1788983606378,200,0.313575,0.444426,openai/gpt-oss-20b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,259,259,0,0,120
req_01m23vpxx3e23t88066j7s0skm,1788983605155,200,0.22043,0.270051,openai/gpt-oss-20b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,193,193,0,0,49
req_01m23vpwk7ejcayz6dz9d2wqg2,1788983603815,200,0.342679,0.433432,openai/gpt-oss-20b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,151,151,0,0,74
req_01m23vptmve09b59nbasmm0qfk,1788983601819,200,0.245547,1.185951,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,649,649,0,0,450
req_01m23vprctevmbv5sj12twzfx7,1788983599514,200,0.093637,2.304575,llama-3.3-70b-versatile,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,791,791,0,0,684
req_01m23vprcqe2jawyy002g0wbbm,1788983599511,200,0,3.494681,groq/compound-mini,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vppp6ecqtpn86381h5qt7,1788983597766,200,0.247279,1.066732,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,476,476,0,0,386
req_01m23vppbxes09v1rw5s0x9r58,1788983597437,200,0.084272,0.328115,llama-3.3-70b-versatile,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,612,612,0,0,61
req_01m23vppbte8wvb2y9s3zayn39,1788983597434,200,0,1.3990960000000001,groq/compound-mini,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vpn7ze7ssdtx60pf69nh6,1788983596287,200,0.244322,0.456523,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,413,413,0,0,102
req_01m23vpmx4ev38d7x8rq6e5mfe,1788983595940,200,0.080477,0.347021,llama-3.3-70b-versatile,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,548,548,0,0,60
req_01m23vpmx0ez0v1rbtkpwfwqyq,1788983595936,200,0,0.80817,groq/compound-mini,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vpk6medjr8ze50n1c4k4t,1788983594196,200,0.226044,0.92706,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,321,321,0,0,331
req_01m23vpjvde08sj7k5jnanawzz,1788983593837,200,0.077746,0.358756,llama-3.3-70b-versatile,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,454,454,0,0,58
req_01m23vpjv9enc9hk88sxsshg97,1788983593833,200,0,1.290781,groq/compound-mini,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vp8szee4sedm5hdh54nwh,1788983583551,429,0,0.002393,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5637, Requested 2397. Please try again in 255ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01m23vp8gaewqvnn78hp7jzjn8,1788983583242,200,0.079683,0.308738,llama-3.3-70b-versatile,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,454,454,0,0,53
req_01m23vp8g7eq6bj0mhk01w8bk3,1788983583239,429,0,0.315251,groq/compound-mini,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m23mbjzvez7b6x1j3fte0zhs` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 5637, Requested 2397. Please try again in 255ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"compound\"}"
req_01m23vp73aewbv9vasnd6m4ek6,1788983581802,200,0.283483,0.648094,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,262,262,0,0,175
req_01m23vp6s4eyw9zg40y5yjjse7,1788983581476,200,0.115881,0.324815,llama-3.3-70b-versatile,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,395,395,0,0,46
req_01m23vp6s3en48qa5qb21s9vnp,1788983581475,200,0,0.97503,groq/compound-mini,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vp549eyhst3kpj117tkgw,1788983579785,200,0.313373,0.779136,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,238,238,0,0,224
req_01m23vp4qpejgsxcfq4zpkynxg,1788983579382,200,0.091306,0.40246,llama-3.3-70b-versatile,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,371,371,0,0,86
req_01m23vp4qfe0y8eha8n6knm5de,1788983579375,200,0,1.189427,groq/compound-mini,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,0,0,0,0,0
req_01m23vp31ke37a0f3zx9hpaqxm,1788983577651,200,0.414237,1.035811,openai/gpt-oss-120b,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,3776,3776,0,0,295
req_01m23vp2qdem4scmh7kwcgr1qa,1788983577325,200,0.318896,0.325878,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,2992,2992,0,0,4
req_01m23vp11fedrshfywrf7n565r,1788983575599,200,0.304928,0.765177,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,2641,2641,0,0,205
req_01m23vnze5exzvbg16cgferghr,1788983573957,200,0.60932,1.033542,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,2440,2440,0,0,188
req_01m23vnx04ewyrfcnvrtyrh1wx,1788983571460,200,0.284451,1.9820440000000001,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,2120,2120,0,0,751
req_01m23vnt9eeccsmrbjqtb9pwsj,1788983568686,200,0.267343,2.198527,meta-llama/llama-4-scout-17b-16e-instruct,key_01m23r25jhen6akzvxrv7md53t,project_01m23mbkzpead8sdmz5yb106vf,1574,1574,0,0,855
